detail_id,detail_name,detail_name_norm
1,(공과대학)광역,공과대학광역
2,1인미디어디지털아트과,1인미디어디지털아트과
3,1인미디어학과,1인미디어학과
4,2차전지소재부품과,2차전지소재부품과
5,2차전지재료학과,2차전지재료학과
6,3D NFT 캐릭터,3dnft캐릭터
7,3D NFT 캐릭터디자인과,3dnft캐릭터디자인과
8,3D디자인게임애니메이션학부,3d디자인게임애니메이션학부
9,3D모델리버스엔지니어링과,3d모델리버스엔지니어링과
10,3D모델링과,3d모델링과
11,3D실용주얼리창업과,3d실용주얼리창업과
12,3D융합설계학과,3d융합설계학과
13,3D제품디자인과,3d제품디자인과
14,3D조형과,3d조형과
15,3D프린팅금형공학과,3d프린팅금형공학과
16,3D프린팅금형학과,3d프린팅금형학과
17,3D프린팅융합디자인과,3d프린팅융합디자인과
18,6차산업학과,6차산업학과
19,ABC과,abc과
20,ACE인재융합학부,ace인재융합학부
21,AIᆞSW계열,aisw계열
22,AIᆞSW학,aisw학
23,AIᆞ빅데이터과,ai빅데이터과
24,AIᆞ빅데이터학과,ai빅데이터학과
25,AI・데이터공학부,ai데이터공학부
26,AI・빅데이터학과,ai빅데이터학과
27,AI・소프트웨어학부(소프트웨어전공),ai소프트웨어학부소프트웨어전공
28,AI・소프트웨어학부(인공지능전공),ai소프트웨어학부인공지능전공
29,AI・전기공학과,ai전기공학과
30,AI・컴퓨터공학과,ai컴퓨터공학과
31,AI경영학과,ai경영학과
32,AI과,ai과
33,AI교통응용전공,ai교통응용전공
34,AI기기응용과,ai기기응용과
35,AI기반 e-모빌리티과,ai기반e모빌리티과
36,AI기술경영융합전공,ai기술경영융합전공
37,AI다문화상담과,ai다문화상담과
38,AI데이터엔지니어전공,ai데이터엔지니어전공
39,AI데이터융합전공,ai데이터융합전공
40,AI데이터융합학부,ai데이터융합학부
41,AI드론・전자과,ai드론전자과
42,AI드론과,ai드론과
43,AI드론학부,ai드론학부
44,AI디자인학과,ai디자인학과
45,AI로봇공학과,ai로봇공학과
46,AI로봇융합전공,ai로봇융합전공
47,AI로봇자동화과,ai로봇자동화과
48,AI로봇학과,ai로봇학과
49,AI메타버스과,ai메타버스과
50,AI모빌리티공학과,ai모빌리티공학과
51,AI미디어콘텐츠학과,ai미디어콘텐츠학과
52,AI미디어학과,ai미디어학과
53,AI미래융합학부,ai미래융합학부
54,AI미래자동차과,ai미래자동차과
55,AI반도체과,ai반도체과
56,AI반도체융합전공,ai반도체융합전공
57,AI반도체융합학부,ai반도체융합학부
58,AI반도체학부,ai반도체학부
59,AI범죄수사융합전공,ai범죄수사융합전공
60,AI보건의료학부,ai보건의료학부
61,AI보건정보관리학과,ai보건정보관리학과
62,AI부동산빅데이터학과,ai부동산빅데이터학과
63,AI빅데이터공학과,ai빅데이터공학과
64,AI빅데이터융합경영학과,ai빅데이터융합경영학과
65,AI빅데이터융합학과,ai빅데이터융합학과
66,AI빅데이터전공,ai빅데이터전공
67,AI빅데이터학과,ai빅데이터학과
68,AI빅데이터학부,ai빅데이터학부
69,AI사이버보안전공,ai사이버보안전공
70,AI산업안전시스템,ai산업안전시스템
71,AI서비스경영과,ai서비스경영과
72,AI서비스마케팅학과,ai서비스마케팅학과
73,AI소프트웨어공학과,ai소프트웨어공학과
74,AI소프트웨어과,ai소프트웨어과
75,AI소프트웨어융합과,ai소프트웨어융합과
76,AI소프트웨어융합학부,ai소프트웨어융합학부
77,AI소프트웨어학과,ai소프트웨어학과
78,AI소프트웨어학부,ai소프트웨어학부
79,AI수리학과,ai수리학과
80,AI스마트팜학과,ai스마트팜학과
81,AI시스템과,ai시스템과
82,AI시스템반도체학,ai시스템반도체학
83,AI영상보안학과,ai영상보안학과
84,AI웹서비스과,ai웹서비스과
85,AI융복합과,ai융복합과
86,AI융합경영학과,ai융합경영학과
87,AI융합과,ai융합과
88,AI융합교육원(공학),ai융합교육원공학
89,AI융합기계계열,ai융합기계계열
90,AI융합기계공학과,ai융합기계공학과
91,AI융합기계과,ai융합기계과
92,AI융합기계학과,ai융합기계학과
93,AI융합대학,ai융합대학
94,AI융합미디어창업학과,ai융합미디어창업학과
95,AI융합사회복지학과,ai융합사회복지학과
96,AI융합소프트웨어과,ai융합소프트웨어과
97,AI융합소프트웨어학과,ai융합소프트웨어학과
98,AI융합의료과,ai융합의료과
99,AI융합전공,ai융합전공
100,AI융합전기과,ai융합전기과
101,AI융합전자과,ai융합전자과
102,AI융합콘텐츠학과,ai융합콘텐츠학과
103,AI융합학과,ai융합학과
104,AI융합학부,ai융합학부
105,AI응용소프트웨어과,ai응용소프트웨어과
106,AI응용전기전자공학과,ai응용전기전자공학과
107,AI응용전기전자과,ai응용전기전자과
108,AI응용학과,ai응용학과
109,AI의료뷰티맞춤화장품과,ai의료뷰티맞춤화장품과
110,AI의료융합전공,ai의료융합전공
111,AI자동차학과,ai자동차학과
112,AI자동화과,ai자동화과
113,AI자동화로봇학과,ai자동화로봇학과
114,AI자동화설계공학과,ai자동화설계공학과
115,AI자동화시스템과,ai자동화시스템과
116,AI자율주행시스템공학과,ai자율주행시스템공학과
117,AI전기자동차학과,ai전기자동차학과
118,AI전자과,ai전자과
119,AI전자과(스마트융합전자),ai전자과스마트융합전자
120,AI정보공학과,ai정보공학과
121,AI정보보안학과,ai정보보안학과
122,AI정보통신과,ai정보통신과
123,AI정보통신과(ICT융합전자),ai정보통신과ict융합전자
124,AI컴퓨터공학과,ai컴퓨터공학과
125,AI컴퓨터공학부,ai컴퓨터공학부
126,AI컴퓨터공학전공,ai컴퓨터공학전공
127,AI컴퓨터과,ai컴퓨터과
128,AI컴퓨터전자융합공학과,ai컴퓨터전자융합공학과
129,AI컴퓨터정보과,ai컴퓨터정보과
130,AI컴퓨터학과,ai컴퓨터학과
131,AI콘텐츠디자인학과,ai콘텐츠디자인학과
132,AI크리에이터학과,ai크리에이터학과
133,AI학과,ai학과
134,AI학부,ai학부
135,AI학부(AI소프트웨어전공),ai학부ai소프트웨어전공
136,AI학부(AI엔터테인먼트전공),ai학부ai엔터테인먼트전공
137,ARETE교양대학,arete교양대학
138,ARᆞVR콘텐츠디자인과,arvr콘텐츠디자인과
139,Animation학과,animation학과
140,Art & Design대학,artdesign대학
141,BT융합제약공학과,bt융합제약공학과
142,BT융합학부,bt융합학부
143,Bakery&Beverage전공,bakerybeverage전공
144,CAD/CAM전공,cadcam전공
145,CG디자인전공,cg디자인전공
146,CG디자인학과,cg디자인학과
147,CG디자인학전공,cg디자인학전공
148,Computer Science학과,computerscience학과
149,DIY실내장식과,diy실내장식과
150,DU인재법학부(공공안전법학전공),du인재법학부공공안전법학전공
151,DU인재법학부(공법학전공),du인재법학부공법학전공
152,DU인재법학부(사법학전공),du인재법학부사법학전공
153,Department of International Business,departmentofinternationalbusiness
154,Department of International Relations,departmentofinternationalrelations
155,Dept. of Computer Engineering,deptofcomputerengineering
156,Dept. of Global Business,deptofglobalbusiness
157,Dept. of Global Korean Studies,deptofglobalkoreanstudies
158,Dept. of Information System and Security,deptofinformationsystemandsecurity
159,Dept. of Mechatronics Engineering,deptofmechatronicsengineering
160,Digital Design학과,digitaldesign학과
161,Do-ing대학,doing대학
162,Do-ing학부,doing학부
163,E-비즈니스과,e비즈니스과
164,EICC학과,eicc학과
165,ELLT학과,ellt학과
166,EMU경영학부,emu경영학부
167,ESG경영과,esg경영과
168,ESG경영학과,esg경영학과
169,EU문화정보학전공,eu문화정보학전공
170,East Asian Economy and Business,eastasianeconomyandbusiness
171,East Asian Politics and Culture,eastasianpoliticsandculture
172,FATI전공,fati전공
173,FIND칼리지학부,find칼리지학부
174,FTA국제학부,fta국제학부
175,Film & Video,filmvideo
176,Film and Visual Effects학과,filmandvisualeffects학과
177,Finance &,finance
178,Finance & AI융합학부,financeai융합학부
179,FineArts학부,finearts학부
180,G2(영·중)융합학부,g2영중융합학부
181,G2국제어학과,g2국제어학과
182,G2빅데이터경영학과,g2빅데이터경영학과
183,G2융합학과,g2융합학과
184,GQE과,gqe과
185,GQE전공,gqe전공
186,Game Development학과,gamedevelopment학과
187,Global Business &,globalbusiness
188,Global Business & Technology학부,globalbusinesstechnology학부
189,Global Business Administration학과,globalbusinessadministration학과
190,HCI사이언스전공,hci사이언스전공
191,HRD학과,hrd학과
192,HR산업경영학과,hr산업경영학과
193,Hospitality경영학과,hospitality경영학과
194,Hospitality경영학부,hospitality경영학부
195,I Belle 헤어뷰티과,ibelle헤어뷰티과
196,I Belle 헤어뷰티학과,ibelle헤어뷰티학과
197,IBE전공,ibe전공
198,IBT학과,ibt학과
199,ICT 광역모집,ict광역모집
200,ICT・빅데이터학부(자연),ict빅데이터학부자연
201,ICT경영학부,ict경영학부
202,ICT공학계열,ict공학계열
203,ICT공학과,ict공학과
204,ICT공학부,ict공학부
205,ICT군사학부,ict군사학부
206,ICT군사학부(드론봇전공),ict군사학부드론봇전공
207,ICT드론과,ict드론과
208,ICT디자인학부,ict디자인학부
209,ICT로봇공학전공,ict로봇공학전공
210,ICT로봇기계공학부,ict로봇기계공학부
211,ICT반도체전자계열,ict반도체전자계열
212,ICT보안전공,ict보안전공
213,ICT보안학과,ict보안학과
214,ICT융합공학과,ict융합공학과
215,ICT융합공학부,ict융합공학부
216,ICT융합과,ict융합과
217,ICT융합디자인학과,ict융합디자인학과
218,ICT융합안전공학과,ict융합안전공학과
219,ICT융합전공,ict융합전공
220,ICT융합전자과,ict융합전자과
221,ICT융합콘텐츠전공,ict융합콘텐츠전공
222,ICT융합학과,ict융합학과
223,ICT융합학부,ict융합학부
224,ICT융합학부(멀티미디어공학전공),ict융합학부멀티미디어공학전공
225,ICT융합학부(인공지능전공),ict융합학부인공지능전공
226,ICT창업학부,ict창업학부
227,ICT환경융합전공,ict환경융합전공
228,ICT환경융합학과,ict환경융합학과
229,ISE학과,ise학과
230,IT 교육학부,it교육학부
231,IT 미디어학과,it미디어학과
232,IT·디자인융합학부,it디자인융합학부
233,IT・방송영상융합학부(정보통신보안트랙,it방송영상융합학부정보통신보안트랙
234,IT・산업융합과,it산업융합과
235,IT・콘텐츠계열,it콘텐츠계열
236,IT・콘텐츠과,it콘텐츠과
237,IT경영과,it경영과
238,IT경영전공,it경영전공
239,IT경영정보학과,it경영정보학과
240,IT경영학,it경영학
241,IT경영학과,it경영학과
242,IT경영학과(공학),it경영학과공학
243,IT경영학전공,it경영학전공
244,IT계열,it계열
245,IT공과대학,it공과대학
246,IT공학과,it공학과
247,IT공학부,it공학부
248,IT공학전공,it공학전공
249,IT금융경영학과,it금융경영학과
250,IT금융부동산계열,it금융부동산계열
251,IT금융학과,it금융학과
252,IT기계공학과,it기계공학과
253,IT디자인학과,it디자인학과
254,IT미디어공학과,it미디어공학과
255,IT미디어공학전공,it미디어공학전공
256,IT보안과,it보안과
257,IT비즈니스과,it비즈니스과
258,IT비즈니스학과,it비즈니스학과
259,IT소프트웨어공학과,it소프트웨어공학과
260,IT소프트웨어과,it소프트웨어과
261,IT소프트웨어보안학과,it소프트웨어보안학과
262,IT소프트웨어융합과,it소프트웨어융합과
263,IT소프트웨어전공,it소프트웨어전공
264,IT소프트웨어학과,it소프트웨어학과
265,IT시스템공학과,it시스템공학과
266,IT영상콘텐츠학과,it영상콘텐츠학과
267,IT온라인창업과,it온라인창업과
268,IT운영관리전공,it운영관리전공
269,IT융복합공학과,it융복합공학과
270,IT융합경영학과,it융합경영학과
271,IT융합공학과,it융합공학과
272,IT융합공학부,it융합공학부
273,IT융합과,it융합과
274,IT융합기계과,it융합기계과
275,IT융합디자인공학과,it융합디자인공학과
276,IT융합비즈니스과,it융합비즈니스과
277,IT융합비즈니스학과,it융합비즈니스학과
278,IT융합소프트웨어학과,it융합소프트웨어학과
279,IT융합시스템과,it융합시스템과
280,IT융합자율학부,it융합자율학부
281,IT융합전공,it융합전공
282,IT융합제어과,it융합제어과
283,IT융합지능로봇공학과,it융합지능로봇공학과
284,IT융합통신공학과,it융합통신공학과
285,IT융합학과,it융합학과
286,IT융합학부,it융합학부
287,IT응용공학과,it응용공학과
288,IT응용기술학부,it응용기술학부
289,IT응용보안과,it응용보안과
290,IT응용시스템공학과,it응용시스템공학과
291,IT응용융합학과,it응용융합학과
292,IT의료데이터과학전공,it의료데이터과학전공
293,IT인공지능학부,it인공지능학부
294,IT인공지능학부(인공지능빅데이터트랙/정보통신보안트랙/멀티미디어콘텐츠트랙),it인공지능학부인공지능빅데이터트랙정보통신보안트랙멀티미디어콘텐츠트랙
295,IT자동차학과,it자동차학과
296,IT전공,it전공
297,IT전자과,it전자과
298,IT전자융합공학과,it전자융합공학과
299,IT정보공학과,it정보공학과
300,IT정보공학부(컴퓨터시스템공학전공),it정보공학부컴퓨터시스템공학전공
301,IT정보제어공학부(IT융합통신공학전공),it정보제어공학부it융합통신공학전공
302,IT정보제어공학부(정보제어공학전공),it정보제어공학부정보제어공학전공
303,IT정보통신학과,it정보통신학과
304,IT지능정보공학과,it지능정보공학과
305,IT창업행정계열,it창업행정계열
306,IT콘텐츠전공,it콘텐츠전공
307,IT콘텐츠학과,it콘텐츠학과
308,IT파이낸스학과,it파이낸스학과
309,IT학과,it학과
310,IT학부,it학부
311,International Business,internationalbusiness
312,International Studies과,internationalstudies과
313,IoT소프트웨어과,iot소프트웨어과
314,IoT소프트웨어전공,iot소프트웨어전공
315,IoT융합전공,iot융합전공
316,IoT인공지능융합전공,iot인공지능융합전공
317,IoT전자공학과,iot전자공학과
318,K-Arts전공,karts전공
319,K-Culture학과,kculture학과
320,K-Food조리전공,kfood조리전공
321,K-sports태권도학과,ksports태권도학과
322,K-남도문화학과,k남도문화학과
323,K-모델연기과,k모델연기과
324,K-뮤지컬과,k뮤지컬과
325,K-베이커리학부,k베이커리학부
326,K-뷰티ᆞ음악학과,k뷰티음악학과
327,K-뷰티과,k뷰티과
328,K-뷰티바이오비즈니스융합전공,k뷰티바이오비즈니스융합전공
329,K-뷰티비즈니스전공,k뷰티비즈니스전공
330,K-뷰티비즈니스학과,k뷰티비즈니스학과
331,K-뷰티소재전공,k뷰티소재전공
332,K-뷰티소재학과,k뷰티소재학과
333,K-뷰티아트과,k뷰티아트과
334,K-뷰티융합학부,k뷰티융합학부
335,K-뷰티학과,k뷰티학과
336,K-뷰티학부,k뷰티학부
337,K-비즈니스전공,k비즈니스전공
338,K-산업기술학부,k산업기술학부
339,K-스타일리스트과,k스타일리스트과
340,K-연극영화과,k연극영화과
341,K-연극영화뮤지컬과,k연극영화뮤지컬과
342,K-인터넷비즈니스경영학과,k인터넷비즈니스경영학과
343,K-컬처공연・기획학과,k컬처공연기획학과
344,K-컬쳐공연・기획학과,k컬쳐공연기획학과
345,K-컬쳐엔터테인먼트학부,k컬쳐엔터테인먼트학부
346,K-콘텐츠제작학과,k콘텐츠제작학과
347,K-푸드과,k푸드과
348,K-푸드창업학과,k푸드창업학과
349,KFL학부,kfl학부
350,KLC학과,klc학과
351,KMU International Business school,kmuinternationalbusinessschool
352,Korean Language and Business학과,koreanlanguageandbusiness학과
353,K마이스터 스쿨,k마이스터스쿨
354,K뷰티산업융합학과,k뷰티산업융합학과
355,K뷰티패션학과,k뷰티패션학과
356,K뷰티학과,k뷰티학과
357,K뷰티학부,k뷰티학부
358,LF_라이프스타일디자인,lf라이프스타일디자인
359,LIFE사회복지과,life사회복지과
360,LIFE휴먼복지학부,life휴먼복지학부
361,LIFE휴먼사회복지학부,life휴먼사회복지학부
362,Language &,language
363,Language & AI융합학부,languageai융합학부
364,Language & Diplomacy학부,languagediplomacy학부
365,Language & Trade학부,languagetrade학부
366,LiFE융합학부(사회복지상담전공),life융합학부사회복지상담전공
367,LiFE융합학부(시니어골프전공),life융합학부시니어골프전공
368,LiFE융합학부(웰스킨케어전공),life융합학부웰스킨케어전공
369,MD상품기획비즈니스학과,md상품기획비즈니스학과
370,MSDE학과,msde학과
371,NGO사회혁신학과,ngo사회혁신학과
372,P&P화학공학전공(공학),pp화학공학전공공학
373,Pre-Pharm Med학과,prepharmmed학과
374,SG전기전자제어과,sg전기전자제어과
375,SNS마케팅과,sns마케팅과
376,SNS영상디자인과,sns영상디자인과
377,SNS영상소프트웨어과,sns영상소프트웨어과
378,SNS응용창업학과,sns응용창업학과
379,SW보안융합학과,sw보안융합학과
380,SW안전보안전공,sw안전보안전공
381,SW융합대학,sw융합대학
382,SW융합학부,sw융합학부
383,Social Science & AI융합학부,socialscienceai융합학부
384,TESOL·비즈니스영어학과,tesol비즈니스영어학과
385,TESOL영어학전공,tesol영어학전공
386,TV・영화학부,tv영화학부
387,UI/UX디자인전공,uiux디자인전공
388,VD_비주얼디자인,vd비주얼디자인
389,VMD&전시디자인학과,vmd전시디자인학과
390,VMD전시디자인학과,vmd전시디자인학과
391,VR게임・앱학과,vr게임앱학과
392,VR게임콘텐츠과(3년제),vr게임콘텐츠과3년제
393,VR콘텐츠과,vr콘텐츠과
394,VR콘텐츠디자인학과,vr콘텐츠디자인학과
395,WISDOM교양대학,wisdom교양대학
396,Wel-Tech융합전공,weltech융합전공
397,XR콘텐츠,xr콘텐츠
398,[화학소재]고분자공학전공,화학소재고분자공학전공
399,[화학소재]소재디자인공학전공,화학소재소재디자인공학전공
400,[화학소재]화학공학전공,화학소재화학공학전공
401,e-MU 특수장비과,emu특수장비과
402,e-경영정보과,e경영정보과
403,e-비즈니스경영과,e비즈니스경영과
404,e-비즈니스경영학과,e비즈니스경영학과
405,e-비즈니스빅데이터과,e비즈니스빅데이터과
406,e-비즈니스학과,e비즈니스학과
407,e-스포츠게임전공(컴퓨터융합학부),e스포츠게임전공컴퓨터융합학부
408,e-스포츠과,e스포츠과
409,e-커머스전공(컴퓨터융합학부),e커머스전공컴퓨터융합학부
410,e-크리에이터과,e크리에이터과
411,e-크리에이터전공(컴퓨터융합학부),e크리에이터전공컴퓨터융합학부
412,e-패션학과,e패션학과
413,e비즈니스학과,e비즈니스학과
414,e비즈니스학전공,e비즈니스학전공
415,e스포츠과,e스포츠과
416,e스포츠산업학과,e스포츠산업학과
417,e스포츠융합계열,e스포츠융합계열
418,e스포츠학과,e스포츠학과
419,e커머스시스템과,e커머스시스템과
420,e커머스시스템학과,e커머스시스템학과
421,i-경영회계계열,i경영회계계열
422,i-패션디자인학과,i패션디자인학과
423,k-pop댄스과,kpop댄스과
424,가구디자인학과,가구디자인학과
425,가구리빙디자인학과,가구리빙디자인학과
426,가구조형전공,가구조형전공
427,가금전공,가금전공
428,가금학과,가금학과
429,가드닝전공,가드닝전공
430,가드닝전공(2년제),가드닝전공2년제
431,가상현실융합학과,가상현실융합학과
432,가상현실콘텐츠전공,가상현실콘텐츠전공
433,가상현실콘텐츠학과,가상현실콘텐츠학과
434,가상현실학과,가상현실학과
435,가정관리학과,가정관리학과
436,가정아동복지학과,가정아동복지학과
437,가족・노인복지학과,가족노인복지학과
438,가족복지상담학과,가족복지상담학과
439,가족복지학과,가족복지학과
440,가족상담복지학과,가족상담복지학과
441,가족아동복지학과,가족아동복지학과
442,가족자원경영학과,가족자원경영학과
443,가족주거학과,가족주거학과
444,가족코칭상담학과,가족코칭상담학과
445,가톨릭대학교학부대학,가톨릭대학교학부대학
446,강소기업경영학과,강소기업경영학과
447,건강기능식품학과,건강기능식품학과
448,건강뷰티학과,건강뷰티학과
449,건강뷰티학부,건강뷰티학부
450,건강뷰티향장학과,건강뷰티향장학과
451,건강스포츠전공,건강스포츠전공
452,건강스포츠학과,건강스포츠학과
453,건강스포츠학부,건강스포츠학부
454,건강식품과학전공,건강식품과학전공
455,건강식품관리전공,건강식품관리전공
456,건강운동재활과,건강운동재활과
457,건강웰니스학과,건강웰니스학과
458,건반악기과,건반악기과
459,건반음악전공,건반음악전공
460,건설·도시공학부,건설도시공학부
461,건설공학부,건설공학부
462,건설도시과,건설도시과
463,건설및환경공학과,건설및환경공학과
464,건설방재융합공학과,건설방재융합공학과
465,건설방재학과,건설방재학과
466,건설스마트안전공학과,건설스마트안전공학과
467,건설시스템공학과,건설시스템공학과
468,건설시스템공학부,건설시스템공학부
469,건설시스템공학전공,건설시스템공학전공
470,건설시스템안전공학과,건설시스템안전공학과
471,건설안전공학과,건설안전공학과
472,건설안전방재학과,건설안전방재학과
473,건설융합학부,건설융합학부
474,건설지적토목과,건설지적토목과
475,건설토목과,건설토목과
476,건설환경ᆞ철도공학과,건설환경철도공학과
477,건설환경계열,건설환경계열
478,건설환경공학,건설환경공학
479,건설환경공학과,건설환경공학과
480,건설환경공학부,건설환경공학부
481,건설환경공학전공,건설환경공학전공
482,건설환경도시공학부,건설환경도시공학부
483,건설환경도시교통공학부,건설환경도시교통공학부
484,건설환경디자인과,건설환경디자인과
485,건설환경디자인학과,건설환경디자인학과
486,건설환경시스템과,건설환경시스템과
487,건설환경에너지공학부,건설환경에너지공학부
488,건설환경융합공학과,건설환경융합공학과
489,건축 ᆞ 토목 ᆞ 환경공학부,건축토목환경공학부
490,건축・도시계획학과,건축도시계획학과
491,건축・디자인・패션대학 산업디자인학과,건축디자인패션대학산업디자인학과
492,건축・디자인・패션대학 패션디자인학과,건축디자인패션대학패션디자인학과
493,건축・토목공학과(토목공학트랙),건축토목공학과토목공학트랙
494,건축도시토목공학부(도시공학전공),건축도시토목공학부도시공학전공
495,건축도시토목공학부(토목공학전공),건축도시토목공학부토목공학전공
496,건축디자인과,건축디자인과
497,건축디자인학과,건축디자인학과
498,건축소방행정학과,건축소방행정학과
499,건축실내디자인전공,건축실내디자인전공
500,건축인테리어디자인과,건축인테리어디자인과
501,건축인테리어학부,건축인테리어학부
502,건축조경과,건축조경과
503,건축토목에너지과,건축토목에너지과
504,건축학과,건축학과
505,건축학부 공간디자인전공(5년제),건축학부공간디자인전공5년제
506,검도전공,검도전공
507,검도학과,검도학과
508,게임&VR디자인학과,게임vr디자인학과
509,게임&VR콘텐츠디자인학과,게임vr콘텐츠디자인학과
510,게임VR학과,게임vr학과
511,게임VR학부,게임vr학부
512,게임ᆞ콘텐츠전공,게임콘텐츠전공
513,게임・그래픽전공,게임그래픽전공
514,게임・영상학과,게임영상학과
515,게임・웹툰전공,게임웹툰전공
516,게임개발과,게임개발과
517,게임개발학과,게임개발학과
518,게임공학과,게임공학과
519,게임공학전공,게임공학전공
520,게임그래픽학과,게임그래픽학과
521,게임기획비즈니스과,게임기획비즈니스과
522,게임디자인ᆞ애니메이션학과,게임디자인애니메이션학과
523,게임디자인학과,게임디자인학과
524,게임미디어과,게임미디어과
525,게임소프트웨어공학과,게임소프트웨어공학과
526,게임소프트웨어전공,게임소프트웨어전공
527,게임소프트웨어학과,게임소프트웨어학과
528,게임아트디자인과,게임아트디자인과
529,게임아트디자인과 (3년제),게임아트디자인과3년제
530,게임애니메이션공학전공,게임애니메이션공학전공
531,게임애니메이션과,게임애니메이션과
532,게임애니메이션전공,게임애니메이션전공
533,게임애니메이션학과,게임애니메이션학과
534,게임엔터테인먼트학과,게임엔터테인먼트학과
535,게임영상컨텐츠과,게임영상컨텐츠과
536,게임영상컨텐츠학과,게임영상컨텐츠학과
537,게임영상콘텐츠학과,게임영상콘텐츠학과
538,게임전공,게임전공
539,게임제작과,게임제작과
540,게임컨텐츠과,게임컨텐츠과
541,게임콘텐츠과,게임콘텐츠과
542,게임콘텐츠과(3년제),게임콘텐츠과3년제
543,게임콘텐츠스쿨,게임콘텐츠스쿨
544,게임콘텐츠전공,게임콘텐츠전공
545,게임콘텐츠학과,게임콘텐츠학과
546,게임학과,게임학과
547,게임학과(예체능),게임학과예체능
548,게임학부,게임학부
549,게임학부 게임그래픽디자인전공(미술계),게임학부게임그래픽디자인전공미술계
550,게임학부 게임소프트웨어전공(공학계),게임학부게임소프트웨어전공공학계
551,게페르트국제학부,게페르트국제학부
552,겨루기전공,겨루기전공
553,격기지도학과,격기지도학과
554,경기지도학과,경기지도학과
555,경기지도학전공,경기지도학전공
556,경배와찬양학과,경배와찬양학과
557,경상계열,경상계열
558,경상학부,경상학부
559,경영,경영
560,경영·회계학부,경영회계학부
561,경영ᆞ미디어계열,경영미디어계열
562,경영ᆞ부동산전공,경영부동산전공
563,경영・통상・복지학부,경영통상복지학부
564,경영・회계계열,경영회계계열
565,경영경제대학,경영경제대학
566,경영경제데이터산업학부,경영경제데이터산업학부
567,경영경제학부,경영경제학부
568,경영계열,경영계열
569,경영공학과,경영공학과
570,경영공학부,경영공학부
571,경영공학전공,경영공학전공
572,경영과,경영과
573,경영과학부,경영과학부
574,경영관광회계학부,경영관광회계학부
575,경영관리자율전공학부,경영관리자율전공학부
576,경영관리전공,경영관리전공
577,경영대학,경영대학
578,경영물류학과,경영물류학과
579,경영비서학과,경영비서학과
580,경영빅데이터학과,경영빅데이터학과
581,경영사무과,경영사무과
582,경영세무정보학부,경영세무정보학부
583,경영세무회계과,경영세무회계과
584,경영유통과,경영유통과
585,경영인텔리전스학과,경영인텔리전스학과
586,경영전공,경영전공
587,경영정보・AI비즈니스학과,경영정보ai비즈니스학과
588,경영정보과,경영정보과
589,경영정보과(세무회계전공,경영정보과세무회계전공
590,경영정보전공,경영정보전공
591,경영정보학과,경영정보학과
592,경영정보학부,경영정보학부
593,경영정보학전공,경영정보학전공
594,경영학,경영학
595,경영학과,경영학과
596,경영학과(2년제),경영학과2년제
597,경영학과(3년제),경영학과3년제
598,경영학과(경영학전공),경영학과경영학전공
599,경영학과(글로벌테크노경영전공),경영학과글로벌테크노경영전공
600,경영학과(전공심화),경영학과전공심화
601,경영학과2,경영학과2
602,경영학부,경영학부
603,경영학부 (IT경영전공),경영학부it경영전공
604,경영학부(경영전공),경영학부경영전공
605,경영학부(경영정보학전공),경영학부경영정보학전공
606,경영학부(경영학),경영학부경영학
607,경영학부(경영학전공),경영학부경영학전공
608,경영학부(글로벌경영학),경영학부글로벌경영학
609,경영학부(글로벌금융전공),경영학부글로벌금융전공
610,경영학부(데이터사이언스경영전공),경영학부데이터사이언스경영전공
611,경영학부(세무회계학전공),경영학부세무회계학전공
612,경영학부(인문사회),경영학부인문사회
613,경영학부(회계전공),경영학부회계전공
614,경영학부(회계학전공),경영학부회계학전공
615,경영학전공,경영학전공
616,경영학전공 트랙,경영학전공트랙
617,경영학전공(야간),경영학전공야간
618,경영행정학부,경영행정학부
619,경영회계과,경영회계과
620,경영회계서비스계열,경영회계서비스계열
621,경영회계실무과,경영회계실무과
622,경영회계정보과,경영회계정보과
623,경영회계학과,경영회계학과
624,경영회계학부,경영회계학부
625,경제·정보통계학부,경제정보통계학부
626,경제・금융보험・재무부동산학부,경제금융보험재무부동산학부
627,경제금융,경제금융
628,경제금융물류학부,경제금융물류학부
629,경제금융보험학과,경제금융보험학과
630,경제금융부동산학과,경제금융부동산학과
631,경제금융자산관리학과,경제금융자산관리학과
632,경제금융전공,경제금융전공
633,경제금융학과,경제금융학과
634,경제금융학부,경제금융학부
635,경제금융학부(경제금융전공),경제금융학부경제금융전공
636,경제금융학부(경제통상전공),경제금융학부경제통상전공
637,경제금융학부(금융보험전공),경제금융학부금융보험전공
638,경제금융학전공,경제금융학전공
639,경제대학,경제대학
640,경제무역학부,경제무역학부
641,경제무역학부(경제학전공),경제무역학부경제학전공
642,경제무역학부(무역학전공),경제무역학부무역학전공
643,경제산업학부,경제산업학부
644,경제세무학과,경제세무학과
645,경제정책학전공,경제정책학전공
646,경제통계학부,경제통계학부
647,경제통상ᆞ국제지역계열,경제통상국제지역계열
648,경제통상학과,경제통상학과
649,경제통상학부,경제통상학부
650,경제통상학부 국제통상학,경제통상학부국제통상학
651,경제통상학전공,경제통상학전공
652,경제학,경제학
653,경제학과,경제학과
654,경제학부,경제학부
655,경제학전공,경제학전공
656,경제학전공 트랙,경제학전공트랙
657,경제회계학부,경제회계학부
658,경찰.공공행정학부,경찰공공행정학부
659,경찰·소방행정학부,경찰소방행정학부
