detail_id,integrated_code
2087,128
2088,128
2893,128
2896,128
4152,128
4153,128
4154,128
7939,128
7940,128
8317,128
8701,128
938,131
1831,132
1832,132
1833,132
2326,132
2328,132
2329,132
2330,132
2331,132
2332,132
2333,132
2334,132
2335,132
2336,132
2337,132
2338,132
5580,132
5784,132
5789,132
1470,134
2324,134
2325,134
2340,134
2341,134
5791,134
367,135
763,135
767,135
768,135
777,135
778,135
941,135
942,135
1356,135
2346,135
2348,135
2349,135
2352,135
2353,135
2355,135
2357,135
2358,135
2359,135
2360,135
2364,135
2365,135
2366,135
2367,135
4641,135
4692,135
4693,135
4695,135
4696,135
4698,135
1009,140
2387,140
2515,140
2516,140
3250,140
3586,140
3587,140
5831,140
5833,140
375,143
409,143
420,143
595,143
1889,143
2226,143
2228,143
2276,143
2415,143
2417,143
2418,143
2419,143
2420,143
2421,143
2423,143
2425,143
2511,143
2612,143
2736,143
4951,143
5568,143
5569,143
7180,143
139,144
382,144
515,144
522,144
1227,144
1436,144
1443,144
1444,144
2152,144
2174,144
2260,144
2430,144
2432,144
2435,144
2436,144
2439,144
2440,144
2441,144
2443,144
2444,144
2879,144
4496,144
5174,144
5175,144
5176,144
5210,144
5211,144
5212,144
5213,144
5215,144
5216,144
5217,144
5218,144
5430,144
5432,144
5456,144
5458,144
5459,144
5464,144
5471,144
5533,144
5542,144
5560,144
5730,144
5732,144
5733,144
5740,144
5744,144
5747,144
5751,144
5752,144
5753,144
5754,144
5756,144
5760,144
5764,144
5765,144
5922,144
7378,144
1891,148
2231,148
2245,148
2246,148
2290,148
2301,148
2464,148
2473,148
2474,148
2769,148
2779,148
2780,148
2786,148
4440,148
4442,148
4443,148
4585,148
4586,148
7450,148
7551,148
224,149
1381,149
2234,149
2462,149
2463,149
2471,149
2472,149
2476,149
2477,149
2786,149
2790,149
4442,149
5883,149
6784,149
7361,149
7551,149
2484,150
2485,150
2488,150
2489,150
2490,150
2491,150
2909,150
3180,150
3181,150
3191,150
3192,150
3497,150
3503,150
3505,150
3520,150
3543,150
3576,150
3580,150
3581,150
3584,150
3589,150
8276,150
8282,150
8532,150
114,151
159,151
1608,151
1636,151
1764,151
1788,151
2370,151
2371,151
2381,151
2492,151
2493,151
2495,151
2497,151
2499,151
2500,151
2503,151
2505,151
2957,151
2958,151
4428,151
4498,151
4555,151
4574,151
6199,151
6402,151
6404,151
6436,151
6903,151
7097,151
7271,151
7421,151
112,152
115,152
2368,152
2369,152
2371,152
2375,152
2378,152
2379,152
2381,152
2382,152
2383,152
2494,152
2495,152
2496,152
2501,152
2502,152
2504,152
2505,152
2506,152
4423,152
4424,152
4428,152
4472,152
4473,152
4474,152
6383,152
6385,152
6403,152
7082,152
8016,152
2544,155
2891,155
7773,155
506,158
507,158
1220,158
2078,158
2558,158
2559,158
2561,158
4687,158
4703,158
5777,158
7333,158
7337,158
7584,158
1311,163
2229,163
2583,163
2584,163
2587,163
2589,163
2631,163
2750,163
2768,163
5725,163
5726,163
5727,163
1133,164
1134,164
1135,164
1137,164
1138,164
2583,164
2585,164
2586,164
2588,164
2589,164
2590,164
2591,164
2592,164
2738,164
2739,164
2740,164
4142,164
5554,164
5723,164
1932,165
1933,165
2593,165
2594,165
2595,165
2597,165
5089,165
1934,166
2596,166
2597,166
2598,166
3428,166
3726,166
6254,166
6721,166
935,167
937,167
974,167
1445,167
1493,167
1513,167
1514,167
4433,167
4635,167
5349,167
5350,167
5706,167
5707,167
6064,167
6067,167
6096,167
7557,167
7982,167
8114,167
8117,167
8326,167
8342,167
8343,167
8355,167
8365,167
8366,167
8367,167
8368,167
8369,167
8370,167
8374,167
8375,167
8376,167
8377,167
8379,167
8380,167
8383,167
8384,167
8389,167
8403,167
8425,167
8426,167
8472,167
8476,167
8477,167
8478,167
8479,167
8480,167
8481,167
8483,167
8486,167
8487,167
8488,167
8489,167
8493,167
8494,167
8740,167
1997,169
2649,169
2679,172
2680,172
4434,172
4438,172
4508,172
6744,172
7770,172
917,177
918,177
922,177
923,177
1789,177
1811,177
1929,177
2692,177
2694,177
2695,177
2696,177
2698,177
2699,177
2700,177
2701,177
3087,177
3088,177
4345,177
4965,177
5285,177
5940,177
5989,177
5990,177
5991,177
5992,177
6649,177
6650,177
6654,177
7059,177
7060,177
7272,177
865,178
2704,178
2707,178
2708,178
2709,178
2710,178
3202,178
2717,179
2719,179
2720,179
52,181
94,181
1004,181
1310,181
1313,181
1901,181
1902,181
2241,181
2268,181
2294,181
2298,181
2305,181
2613,181
2614,181
2724,181
2725,181
2727,181
2729,181
2732,181
2742,181
2743,181
2749,181
2751,181
2754,181
2755,181
2759,181
2760,181
2763,181
2767,181
2770,181
2774,181
2775,181
2777,181
2784,181
2787,181
2788,181
2789,181
2791,181
2910,181
3182,181
3186,181
3244,181
3246,181
3507,181
3640,181
3811,181
4707,181
5043,181
5344,181
5482,181
6109,181
6502,181
6758,181
6815,181
7385,181
7386,181
7395,181
7396,181
7550,181
179,184
2667,184
2874,184
2876,184
2878,184
2884,184
2885,184
2886,184
2891,184
2892,184
2893,184
3431,184
3499,184
3624,184
4150,184
4155,184
5560,184
5923,184
6350,184
6948,184
6954,184
7556,184
7663,184
8315,184
109,186
195,186
196,186
327,186
333,186
353,186
356,186
448,186
449,186
1388,186
1828,186
1911,186
2480,186
2486,186
2866,186
2899,186
2900,186
2902,186
2903,186
2904,186
2907,186
2909,186
2911,186
2917,186
3056,186
3194,186
3235,186
3253,186
3254,186
3336,186
3337,186
3511,186
3512,186
3514,186
3515,186
3518,186
3519,186
3520,186
3521,186
3526,186
3527,186
3530,186
3533,186
3537,186
3538,186
3542,186
3543,186
3545,186
3547,186
3548,186
3549,186
3550,186
3551,186
3553,186
3554,186
3555,186
3556,186
3559,186
3560,186
3561,186
3562,186
3563,186
3564,186
3565,186
3566,186
3568,186
3569,186
3570,186
3573,186
3574,186
3576,186
3577,186
3578,186
3579,186
3583,186
3585,186
3587,186
3592,186
3593,186
3595,186
3596,186
3597,186
4452,186
4505,186
5566,186
6073,186
6074,186
6075,186
6080,186
6081,186
6082,186
6093,186
6107,186
6974,186
6975,186
6976,186
7633,186
7634,186
7636,186
7637,186
7719,186
7865,186
8275,186
8278,186
8279,186
8280,186
8283,186
8284,186
8285,186
8286,186
2949,190
2950,190
2961,190
2962,190
2963,190
2972,190
2973,190
2974,190
2975,190
2976,190
2990,190
3000,190
3003,190
3016,190
3017,190
3025,190
3028,190
3034,190
3039,190
3045,190
3909,190
4060,190
4314,190
4315,190
4386,190
5835,190
7218,190
8569,190
56,195
57,195
58,195
82,195
1385,195
1792,195
1793,195
1805,195
1806,195
2135,195
2136,195
2139,195
2140,195
2148,195
2697,195
3058,195
3059,195
3062,195
3064,195
3065,195
3070,195
3071,195
3072,195
3073,195
3075,195
3076,195
3077,195
3080,195
3083,195
3084,195
3085,195
3086,195
3088,195
3089,195
3091,195
3095,195
3096,195
3100,195
3101,195
3105,195
3107,195
3108,195
3113,195
3117,195
3121,195
3122,195
3128,195
3133,195
4822,195
4823,195
5887,195
6532,195
6556,195
6641,195
6672,195
6684,195
7102,195
7103,195
7172,195
7173,195
7289,195
3162,196
3163,196
3164,196
3184,199
3188,199
3209,199
3211,199
3218,199
3221,199
3226,199
3227,199
7553,199
3172,200
3173,200
3176,200
3189,200
3190,200
3243,200
3248,200
3249,200
3251,200
3252,200
5560,200
686,202
2203,202
3283,202
3287,202
3288,202
6411,202
6412,202
8251,202
150,203
151,203
152,203
688,203
689,203
760,203
810,203
813,203
814,203
821,203
823,203
836,203
838,203
916,203
1564,203
1762,203
3157,203
3269,203
3271,203
3272,203
3273,203
3275,203
3276,203
3277,203
3278,203
3279,203
3282,203
3284,203
3285,203
3286,203
3290,203
3291,203
3292,203
3293,203
3296,203
3297,203
3298,203
3299,203
3300,203
3301,203
3302,203
3303,203
3304,203
3305,203
3630,203
3682,203
5911,203
6254,203
6283,203
7121,203
7126,203
7127,203
7708,203
8140,203
348,208
1751,208
3316,208
3317,208
3671,208
4646,208
5640,208
7146,208
7178,208
7179,208
7182,208
7183,208
7186,208
61,210
802,210
808,210
901,210
902,210
3038,210
3041,210
3327,210
3329,210
3330,210
3331,210
3333,210
3334,210
3335,210
3345,210
3351,210
3355,210
3356,210
3360,210
3361,210
3365,210
3367,210
3368,210
3374,210
3375,210
3376,210
3380,210
3386,210
3401,210
3402,210
3510,210
3937,210
3938,210
3965,210
3966,210
5023,210
5888,210
8303,210
3347,213
3362,213
3363,213
3364,213
3377,213
3379,213
3381,213
3382,213
3385,213
3387,213
3390,213
3391,213
3392,213
3393,213
3394,213
3935,213
5199,213
5200,213
5201,213
3328,214
3348,214
3372,214
3381,214
3383,214
3388,214
3389,214
3394,214
3395,214
3396,214
3403,214
3416,214
6145,214
456,215
3053,215
3329,215
3345,215
3349,215
3356,215
3375,215
3397,215
3398,215
3401,215
3939,215
3966,215
8611,215
8612,215
8615,215
8630,215
8631,215
3404,216
1563,220
1566,220
1952,220
3440,220
3443,220
3445,220
3449,220
3450,220
3451,220
3457,220
3460,220
3461,220
3462,220
3463,220
3464,220
3465,220
3466,220
3467,220
3468,220
3471,220
3472,220
3473,220
3474,220
3477,220
3480,220
3481,220
3483,220
7158,220
7630,220
250,221
630,221
1964,221
1966,221
1967,221
1968,221
3439,221
3441,221
3442,221
3444,221
3446,221
3452,221
3453,221
3454,221
3456,221
3457,221
3458,221
3459,221
3469,221
3470,221
3475,221
3476,221
3478,221
3479,221
5847,221
6476,221
6477,221
8725,221
172,226
3501,226
3502,226
5785,226
7829,226
7834,226
7836,226
7837,226
7838,226
7839,226
7840,226
7841,226
7843,226
7844,226
7845,226
7846,226
7847,226
1208,227
1210,227
1211,227
3608,227
3609,227
3610,227
3611,227
3612,227
3613,227
3614,227
3615,227
3616,227
3617,227
3675,227
3676,227
3677,227
4379,227
4457,227
6434,227
8028,227
1209,228
1212,228
3618,228
3702,232
3704,232
3705,232
3707,232
3712,232
3714,232
858,234
1001,234
2891,234
3211,234
3221,234
3226,234
3699,234
3701,234
3703,234
3707,234
3708,234
3709,234
3710,234
3711,234
3713,234
3715,234
1128,236
1129,236
2080,236
2880,236
2881,236
3055,236
3716,236
3717,236
3718,236
4144,236
5354,236
5357,236
5358,236
5363,236
5364,236
5365,236
5935,236
7903,236
7904,236
7932,236
37,239
359,239
360,239
361,239
1288,239
1449,239
1498,239
1529,239
1530,239
1897,239
1899,239
2304,239
2322,239
2323,239
2630,239
2856,239
2865,239
2866,239
2882,239
3340,239
3344,239
3346,239
3408,239
3411,239
3414,239
3417,239
3420,239
3430,239
3432,239
3433,239
3434,239
3734,239
3735,239
3736,239
3739,239
3745,239
3747,239
3748,239
3750,239
3751,239
3752,239
3753,239
3757,239
3762,239
3764,239
3766,239
3770,239
3772,239
3773,239
3775,239
3776,239
3777,239
3778,239
3781,239
3782,239
3783,239
3784,239
3786,239
3787,239
3788,239
3789,239
3790,239
3791,239
3792,239
3799,239
3805,239
3818,239
3993,239
4001,239
4117,239
4119,239
4126,239
4133,239
4415,239
4416,239
4450,239
4451,239
4621,239
4622,239
4623,239
5086,239
5087,239
5335,239
5336,239
5644,239
5714,239
5720,239
5891,239
5892,239
6077,239
6078,239
6083,239
6261,239
6482,239
6484,239
6487,239
7036,239
7143,239
7144,239
7145,239
7716,239
7784,239
7787,239
7792,239
8294,239
8304,239
8714,239
8715,239
8722,239
8729,239
8730,239
8731,239
95,240
396,240
438,240
439,240
440,240
444,240
800,240
805,240
1273,240
1383,240
1533,240
1731,240
1732,240
1734,240
1898,240
1900,240
2316,240
2317,240
2615,240
2829,240
2830,240
3156,240
3341,240
3352,240
3358,240
3406,240
3415,240
3418,240
3422,240
3424,240
3425,240
3426,240
3427,240
3437,240
3606,240
3719,240
3720,240
3726,240
3733,240
3737,240
3741,240
3744,240
3754,240
3758,240
3761,240
3762,240
3764,240
3765,240
3766,240
3767,240
3769,240
3771,240
3779,240
3782,240
3785,240
3786,240
3792,240
3793,240
3794,240
3795,240
3796,240
3799,240
3803,240
3804,240
3834,240
3877,240
3941,240
3993,240
3994,240
3996,240
3997,240
3998,240
4001,240
4007,240
4113,240
4121,240
4134,240
4186,240
4337,240
4621,240
4717,240
4810,240
5061,240
5068,240
5348,240
5643,240
6078,240
6085,240
6445,240
6448,240
6485,240
6489,240
6500,240
6501,240
6966,240
7036,240
7037,240
7038,240
7168,240
7641,240
7661,240
7789,240
8253,240
8297,240
8716,240
8718,240
8720,240
8727,240
8736,240
3823,241
3824,241
3826,241
3828,241
3829,241
4125,241
4128,241
4130,241
4131,241
4685,241
4708,241
4709,241
5545,241
5564,241
7327,241
7345,241
7346,241
7659,241
7856,241
3431,242
3825,242
3826,242
3827,242
